,index,year,artist.inverted,track,time,genre,date.entered,date.peaked,Week,Ranking
35,5720,2000,Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week19,3.0
36,3184,2000,Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week11,9.0
37,7305,2000,Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week24,9.0
38,4132,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week14,4.0
39,2540,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week9,9.0
40,3174,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week11,1.0
41,4464,2000,"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week15,10.0
42,4442,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week15,4.0
43,3181,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week11,2.0
44,2547,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week9,1.0
45,4147,2000,"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week14,7.0
46,4125,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week14,1.0
47,2864,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week10,2.0
48,2230,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week8,1.0
49,3815,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week13,3.0
50,3513,2000,"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week12,3.0
51,2223,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week8,9.0
52,3830,2000,"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week13,3.0
53,3491,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week12,1.0
54,3808,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week13,1.0
55,4759,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week16,8.0
56,3498,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week12,3.0
57,4142,2000,"Anthony, Marc",You Sang To Me,230,Latin,2000-02-26,2000-06-03,week14,5.0
58,4776,2000,"Anthony, Marc",You Sang To Me,230,Latin,2000-02-26,2000-06-03,week16,2.0
59,4459,2000,"Anthony, Marc",You Sang To Me,230,Latin,2000-02-26,2000-06-03,week15,2.0
60,5727,2000,"Anthony, Marc",You Sang To Me,230,Latin,2000-02-26,2000-06-03,week19,9.0
61,5410,2000,"Anthony, Marc",You Sang To Me,230,Latin,2000-02-26,2000-06-03,week18,7.0
62,5093,2000,"Anthony, Marc",You Sang To Me,230,Latin,2000-02-26,2000-06-03,week17,5.0
63,4160,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week14,6.0
64,3526,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week12,6.0
65,2892,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week10,9.0
66,4477,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week15,8.0
67,4794,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week16,9.0
68,2588,2000,"Backstreet Boys, The",Shape Of My Heart,229,Rock,2000-10-14,2000-12-02,week9,10.0
69,3843,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week13,6.0
70,2258,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week8,10.0
71,3209,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week11,7.0
72,1954,2000,"Backstreet Boys, The",Shape Of My Heart,229,Rock,2000-10-14,2000-12-02,week7,10.0
73,2271,2000,"Backstreet Boys, The",Shape Of My Heart,229,Rock,2000-10-14,2000-12-02,week8,9.0
74,2263,2000,"Badu, Erkyah",Bag Lady,303,Rock,2000-08-19,2000-10-07,week8,6.0
75,2580,2000,"Badu, Erkyah",Bag Lady,303,Rock,2000-08-19,2000-10-07,week9,9.0
76,3214,2000,"Badu, Erkyah",Bag Lady,303,Rock,2000-08-19,2000-10-07,week11,8.0
77,2897,2000,"Badu, Erkyah",Bag Lady,303,Rock,2000-08-19,2000-10-07,week10,9.0
78,5423,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week18,9.0
79,4789,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week16,6.0
80,3521,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week12,9.0
81,2887,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week10,9.0
82,4155,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week14,5.0
83,5106,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week17,8.0
84,3838,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week13,10.0
85,3204,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week11,9.0
86,4472,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week15,5.0
87,3846,2000,Blink-182,All The Small Things,172,Rock,1999-12-04,2000-02-19,week13,8.0
88,3529,2000,Blink-182,All The Small Things,172,Rock,1999-12-04,2000-02-19,week12,6.0
89,3212,2000,Blink-182,All The Small Things,172,Rock,1999-12-04,2000-02-19,week11,7.0
90,4480,2000,Blink-182,All The Small Things,172,Rock,1999-12-04,2000-02-19,week15,9.0
91,4163,2000,Blink-182,All The Small Things,172,Rock,1999-12-04,2000-02-19,week14,8.0
92,2873,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week10,4.0
93,3190,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week11,4.0
94,3507,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week12,5.0
95,2239,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week8,2.0
96,2556,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week9,2.0
97,6043,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week20,10.0
98,1922,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week7,3.0
99,2869,2000,"Carey, Mariah",Thank God I Found You,254,Rock,1999-12-11,2000-02-19,week10,2.0
100,3186,2000,"Carey, Mariah",Thank God I Found You,254,Rock,1999-12-11,2000-02-19,week11,1.0
101,3503,2000,"Carey, Mariah",Thank God I Found You,254,Rock,1999-12-11,2000-02-19,week12,2.0
102,3820,2000,"Carey, Mariah",Thank God I Found You,254,Rock,1999-12-11,2000-02-19,week13,4.0
103,8889,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week29,2.0
104,7304,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week24,3.0
105,13677,2000,Creed,Higher,316,Rock,1999-09-11,2000-07-22,week44,9.0
106,15262,2000,Creed,Higher,316,Rock,1999-09-11,2000-07-22,week49,9.0
107,13994,2000,Creed,Higher,316,Rock,1999-09-11,2000-07-22,week45,9.0
108,8255,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week27,1.0
109,14311,2000,Creed,Higher,316,Rock,1999-09-11,2000-07-22,week46,7.0
110,7621,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week25,3.0
111,14628,2000,Creed,Higher,316,Rock,1999-09-11,2000-07-22,week47,7.0
112,14945,2000,Creed,Higher,316,Rock,1999-09-11,2000-07-22,week48,9.0
113,8572,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week28,2.0
114,11425,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week37,5.0
115,11742,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week38,9.0
116,7938,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week26,3.0
117,6353,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week21,10.0
118,10157,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week33,4.0
119,11108,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week36,5.0
120,9206,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week30,3.0
121,6670,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week22,7.0
122,10791,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week35,5.0
123,6987,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week23,5.0
124,9523,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week31,3.0
125,9840,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week32,3.0
126,10474,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week34,5.0
127,6657,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week22,7.0
128,3810,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week13,1.0
129,5706,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week19,1.0
130,4438,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week15,1.0
131,5078,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week17,2.0
132,7631,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week25,6.0
133,5072,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week17,1.0
134,3804,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week13,1.0
135,4144,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week14,4.0
136,5412,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week18,3.0
137,5095,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week17,3.0
138,5395,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week18,3.0
139,6663,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week22,7.0
140,5712,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week19,5.0
141,6346,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week21,5.0
142,6980,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week23,10.0
143,4121,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week14,1.0
144,6340,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week21,3.0
145,6997,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week23,6.0
146,4461,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week15,3.0
147,6680,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week22,4.0
148,6046,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week20,3.0
149,6363,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week21,4.0
150,6974,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week23,10.0
151,4755,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week16,1.0
152,4761,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week16,2.0
153,6029,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week20,5.0
154,3827,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week13,6.0
155,4444,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week15,1.0
156,6023,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week20,2.0
157,4778,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week16,4.0
158,5729,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week19,3.0
159,4127,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week14,1.0
160,7314,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week24,7.0
161,5389,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week18,1.0
162,2219,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week8,5.0
163,3170,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week11,1.0
164,3487,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week12,1.0
165,8265,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week27,10.0
166,7948,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week26,8.0
167,1902,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week7,7.0
168,3510,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week12,8.0
169,2853,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week10,1.0
170,2536,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week9,1.0
171,6381,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week21,9.0
172,4162,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week14,10.0
173,6064,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week20,7.0
174,3845,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week13,9.0
175,5430,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week18,8.0
176,3528,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week12,8.0
177,6698,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week22,10.0
178,5113,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week17,6.0
179,5747,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week19,7.0
180,6993,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week23,10.0
181,4140,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week14,2.0
182,5725,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week19,7.0
183,6359,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week21,10.0
184,4457,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week15,2.0
185,3823,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week13,5.0
186,6042,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week20,9.0
187,5091,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week17,3.0
188,5408,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week18,3.0
189,3506,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week12,8.0
190,4774,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week16,3.0
191,2896,2000,Eiffel 65,Blue (Da Ba Dee),209,Electronica,1999-12-11,2000-01-29,week10,9.0
192,1945,2000,Eiffel 65,Blue (Da Ba Dee),209,Electronica,1999-12-11,2000-01-29,week7,9.0
193,2579,2000,Eiffel 65,Blue (Da Ba Dee),209,Electronica,1999-12-11,2000-01-29,week9,7.0
194,2262,2000,Eiffel 65,Blue (Da Ba Dee),209,Electronica,1999-12-11,2000-01-29,week8,6.0
195,1620,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week6,7.0
196,1937,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week7,5.0
197,986,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week4,9.0
198,2254,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week8,7.0
199,4156,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week14,10.0
200,2888,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week10,7.0
201,3839,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week13,7.0
202,2571,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week9,7.0
203,1303,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week5,7.0
204,3205,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week11,8.0
205,2250,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week8,4.0
206,2567,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week9,5.0
207,2884,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week10,4.0
208,1933,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week7,6.0
209,3518,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week12,9.0
210,1616,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week6,7.0
211,3201,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week11,8.0
212,4157,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week14,5.0
213,2572,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week9,8.0
214,4791,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week16,9.0
215,3840,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week13,6.0
216,3206,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week11,7.0
217,4474,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week15,6.0
218,5108,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week17,10.0
219,3523,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week12,7.0
220,2889,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week10,7.0
221,8259,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week27,3.0
222,5089,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week17,5.0
223,7308,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week24,3.0
224,7625,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week25,2.0
225,6357,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week21,4.0
226,10795,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week35,8.0
227,8576,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week28,3.0
228,7942,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week26,2.0
229,10478,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week34,5.0
230,5406,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week18,3.0
231,9527,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week31,3.0
232,5723,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week19,3.0
233,8893,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week29,2.0
234,9210,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week30,2.0
235,10161,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week33,2.0
236,6991,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week23,3.0
237,6040,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week20,4.0
238,6674,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week22,3.0
239,9844,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week32,4.0
240,3197,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week11,8.0
241,6050,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week20,6.0
242,2246,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week8,7.0
243,3514,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week12,8.0
244,6684,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week22,10.0
245,5099,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week17,5.0
246,4465,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week15,5.0
247,5416,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week18,5.0
248,5733,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week19,4.0
249,2880,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week10,7.0
250,4148,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week14,6.0
251,1612,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week6,9.0
252,1929,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week7,8.0
253,3831,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week13,6.0
254,6367,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week21,10.0
255,4782,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week16,5.0
256,2563,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week9,8.0
257,3177,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week11,5.0
258,3494,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week12,4.0
259,4445,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week15,1.0
260,2543,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week9,8.0
261,4128,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week14,1.0
262,2860,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week10,6.0
263,3811,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week13,1.0
264,2226,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week8,8.0
265,4762,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week16,3.0
