artist.inverted,track,time,genre,date.entered,date.peaked,Week,Ranking
3 Doors Down,Kryptonite,233,Rock,2000-04-08,2000-11-11,week52,42.0
3 Doors Down,Kryptonite,233,Rock,2000-04-08,2000-11-11,week53,49.0
3 Doors Down,Kryptonite,233,Rock,2000-04-08,2000-11-11,week6,57.0
3 Doors Down,Kryptonite,233,Rock,2000-04-08,2000-11-11,week7,54.0
3 Doors Down,Kryptonite,233,Rock,2000-04-08,2000-11-11,week8,53.0
3 Doors Down,Kryptonite,233,Rock,2000-04-08,2000-11-11,week9,51.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week1,76.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week10,61.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week11,61.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week12,59.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week13,61.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week14,66.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week15,72.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week16,76.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week17,75.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week18,67.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week19,73.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week2,76.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week20,70.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week3,72.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week4,69.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week5,67.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week6,65.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week7,55.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week8,59.0
3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week9,62.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week1,57.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week10,57.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week11,64.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week12,70.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week13,75.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week14,76.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week15,78.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week16,85.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week17,92.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week18,96.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week2,34.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week3,25.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week4,17.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week5,17.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week6,31.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week7,36.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week8,49.0
504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week9,53.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week1,51.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week10,6.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week11,7.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week12,22.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week13,29.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week14,36.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week15,47.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week16,67.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week17,66.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week18,84.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week19,93.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week2,39.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week20,94.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week3,34.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week4,26.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week5,26.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week6,19.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week7,2.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week8,2.0
98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week9,3.0
A*Teens,Dancing Queen,224,Pop,2000-07-08,2000-07-29,week1,97.0
A*Teens,Dancing Queen,224,Pop,2000-07-08,2000-07-29,week2,97.0
A*Teens,Dancing Queen,224,Pop,2000-07-08,2000-07-29,week3,96.0
A*Teens,Dancing Queen,224,Pop,2000-07-08,2000-07-29,week4,95.0
A*Teens,Dancing Queen,224,Pop,2000-07-08,2000-07-29,week5,100.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week1,84.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week10,36.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week11,37.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week12,37.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week13,38.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week14,49.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week15,61.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week16,63.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week17,62.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week18,67.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week19,83.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week2,62.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week20,86.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week3,51.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week4,41.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week5,38.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week6,35.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week7,35.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week8,38.0
Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week9,38.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week1,59.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week10,10.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week11,9.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week12,8.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week13,6.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week14,1.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week15,2.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week16,2.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week17,2.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week18,2.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week19,3.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week2,53.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week20,4.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week21,5.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week22,5.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week23,6.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week24,9.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week25,13.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week26,14.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week27,16.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week28,23.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week29,22.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week3,38.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week30,33.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week31,36.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week32,43.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week4,28.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week5,21.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week6,18.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week7,16.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week8,14.0
Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week9,12.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week1,76.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week10,59.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week11,66.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week12,68.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week13,61.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week14,67.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week15,59.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week16,63.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week17,67.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week18,71.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week19,79.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week2,76.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week20,89.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week3,74.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week4,69.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week5,68.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week6,67.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week7,61.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week8,58.0
"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week9,57.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week1,84.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week10,83.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week11,92.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week2,84.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week3,75.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week4,73.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week5,73.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week6,69.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week7,68.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week8,65.0
"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week9,73.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week1,57.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week10,11.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week11,1.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week12,1.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week13,1.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week14,1.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week15,4.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week16,8.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week17,12.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week18,22.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week19,23.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week2,47.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week20,43.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week21,44.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week3,45.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week4,29.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week5,23.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week6,18.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week7,11.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week8,9.0
"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week9,9.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week1,50.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week10,17.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week11,17.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week12,3.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week13,3.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week14,7.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week15,10.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week16,17.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week17,25.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week18,29.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week19,29.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week2,39.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week20,40.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week21,43.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week22,50.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week3,30.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week4,28.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week5,21.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week6,19.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week7,20.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week8,17.0
"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week9,17.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week1,71.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week10,2.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week11,2.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week12,3.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week13,3.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week14,4.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week15,12.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week16,11.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week17,13.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week18,15.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week19,18.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week2,51.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week20,20.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week21,30.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week22,40.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week23,39.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week24,44.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week3,28.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week4,18.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week5,13.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week6,13.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week7,11.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week8,1.0
"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week9,1.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week1,79.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week10,30.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week11,36.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week12,37.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week13,39.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week14,49.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week15,57.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week16,63.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week17,65.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week18,68.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week19,79.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week2,65.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week20,86.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week3,53.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week4,48.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week5,45.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week6,36.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week7,34.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week8,29.0
Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week9,27.0
"Allan, Gary",Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,week1,80.0
"Allan, Gary",Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,week2,78.0
"Allan, Gary",Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,week3,76.0
"Allan, Gary",Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,week4,77.0
"Allan, Gary",Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,week5,92.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week1,99.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week11,99.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week13,96.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week14,96.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week15,99.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week16,98.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week17,98.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week19,95.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week2,99.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week20,88.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week21,88.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week22,79.0
Amber,Sexual (Li Da Di),278,Rock,1999-07-17,2000-02-12,week23,76.0
